0.7	3.70017	505.258
0.7	3.80009	520.941
0.7	3.89985	533.55
0.7	3.99983	537.557
0.7	4.10037	551.333
0.7	4.19984	557.954
0.7	4.29986	570.357
0.7	4.40019	580.307
0.7	4.50015	589.849
0.7	4.5999	601.394
0.7	4.70011	612.765
0.7	4.80018	620.963
0.7	4.90023	634.575
0.7	5.00009	647.34



0.8	0.999967	228.139
0.8	1.10008	238.661
0.8	1.20003	250.248
0.8	1.30004	257.487
0.8	1.39994	265.805
0.8	1.49998	277.331
0.8	1.59993	286.707
0.8	1.69984	294.046
0.8	1.80015	307.469
0.8	1.90012	321.164
0.8	1.99998	328.572
0.8	2.10007	336.322
0.8	2.20016	349.021
0.8	2.3001	361.424
0.8	2.40013	371.46
0.8	2.50024	379.035
0.8	2.59988	393.785
0.8	2.69993	402.134
0.8	2.7998	409.94
0.8	2.9001	419.483
0.8	2.9999	433.622
0.8	3.10001	438.075
0.8	3.2	452.145
0.8	3.30008	461.707
0.8	3.39977	467.557
0.8	3.49988	483.589
0.8	3.59982	491.582
0.8	3.70003	502.256
0.8	3.80027	514.746
0.8	3.89996	526.314
0.8	3.9999	536.777
0.8	4.10002	544.703
0.8	4.19983	558.37
0.8	4.30008	565.221
0.8	4.4003	573.039
0.8	4.49974	582.114
0.8	4.5996	592.817
0.8	4.69982	604.754
0.8	4.79984	609.396
0.8	4.90002	630.274
0.8	5.00006	636.412



0.9	1.00005	217.474
0.9	1.1	238.828
0.9	1.20007	244.393
0.9	1.30012	247.633
0.9	1.39998	266.713
0.9	1.50006	271.247
0.9	1.60004	283.92
0.9	1.69996	295.383
0.9	1.79985	302.785
0.9	1.89981	308.172
0.9	2.00005	319.251
0.9	2.10027	331.338
0.9	2.20015	344.567
0.9	2.30015	357.098
0.9	2.39994	359.673
0.9	2.50009	375.209
0.9	2.60004	382.198
0.9	2.69975	397.602
0.9	2.79993	403.263
0.9	2.9	418.118
0.9	3.00015	425.44
0.9	3.09992	436.865
0.9	3.19967	443.095
0.9	3.30003	453.298
0.9	3.4	470.539
0.9	3.50003	480.008
0.9	3.59973	478.492
0.9	3.70019	499.954
0.9	3.79998	501.908
0.9	3.89971	522.642
0.9	4.00026	522.037
0.9	4.10005	531.03
0.9	4.20054	549.489
0.9	4.30009	552.541
0.9	4.39981	567.017
0.9	4.50027	573.062
0.9	4.60018	584.012
0.9	4.69962	598.926
0.9	4.7999	609.717
0.9	4.89958	618.732
0.9	4.99997	631.985



1	0.999992	224.358
1	1.10014	227.868
1	1.20004	245.572
1	1.30002	247.662
1	1.40001	260.794
1	1.50018	264.812
1	1.59992	278.936
1	1.70006	285.59
1	1.80015	295.573
1	1.90013	311.146
1	2.00024	322.798
1	2.09999	334.66
1	2.19997	342.931
1	2.29974	351.306
1	2.40005	352.088
1	2.49994	367.615
1	2.59994	380.35
1	2.70024	389.918
1	2.79988	398.515
1	2.89994	406.254
1	2.99964	421.934
1	3.09991	429.273
1	3.20017	443.619
1	3.30005	450.331
1	3.39998	458.716
1	3.50018	467.282
1	3.60019	480.138
1	3.69998	482.358
1	3.8003	501.346
1	3.90011	512.764
1	4.00017	526.056
1	4.10026	535.11
1	4.20013	542.353
1	4.29967	546.817
1	4.40023	561.5
1	4.50002	583.393
1	4.60026	581.323
1	4.69982	598.698
1	4.79995	607.912
1	4.9001	617.88
1	4.99971	625.515















